soure,ayeh,word,Tag,Lemma,Root
4,98,ونَ,PRON,,
4,98,سَبِيلًا,N,سَبِيل,سبل
4,99,فَ,REM,,
4,99,أُو@لَٰ^ئِكَ,DEM,أُولَٰ^ئِك,
4,99,عَسَى,V,عَسَى,عسي
4,99,ٱللَّهُ,PN,ٱللَّه,اله
4,99,أَن,SUB,أَن,
4,99,يَعْفُوَ,V,عَفَا,عفو
4,99,عَنْ,P,عَن,
4,99,هُمْ,PRON,,
4,99,وَ,CONJ,,
4,99,كَانَ,V,كَانَ,كون
4,99,ٱللَّهُ,PN,ٱللَّه,اله
4,99,عَفُوًّا,N,عَفُوّ,عفو
4,99,غَفُورًا,ADJ,غَفُور,غفر
4,100,وَ,REM,,
4,100,مَن,COND,مَن,
4,100,يُهَاجِرْ,V,هَاجَرَ,هجر
4,100,فِى,P,فِى,
4,100,سَبِيلِ,N,سَبِيل,سبل
4,100,ٱللَّهِ,PN,ٱللَّه,اله
4,100,يَجِدْ,V,وَجَدَ,وجد
4,100,فِى,P,فِى,
4,100,ٱلْ,DET,,
4,100,أَرْضِ,N,أَرْض,ارض
4,100,مُرَٰغَمًا,N,مُرَٰغَم,رغم
4,100,كَثِيرًا,ADJ,كَثِير,كثر
4,100,وَ,CONJ,,
4,100,سَعَةً,N,سَعَة,وسع
4,100,وَ,CONJ,,
4,100,مَن,COND,مَن,
4,100,يَخْرُجْ,V,خَرَجَ,خرج
4,100,مِن[,P,مِن,
4,100,بَيْتِ,N,بَيْت,بيت
4,100,هِ.,PRON,,
4,100,مُهَاجِرًا,N,مُهَاجِر,هجر
4,100,إِلَى,P,إِلَىٰ,
4,100,ٱللَّهِ,PN,ٱللَّه,اله
4,100,وَ,CONJ,,
4,100,رَسُولِ,N,رَسُول,رسل
4,100,هِ.,PRON,,
4,100,ثُمَّ,CONJ,ثُمّ,
4,100,يُدْرِكْ,V,أَدْرَكَ,درك
4,100,هُ,PRON,,
4,100,ٱلْ,DET,,
4,100,مَوْتُ,N,مَوْت,موت
4,100,فَ,RSLT,,
4,100,قَدْ,CERT,قَد,
4,100,وَقَعَ,V,وَقَعَ,وقع
4,100,أَجْرُ,N,أَجْر,اجر
4,100,"هُ,",PRON,,
4,100,عَلَى,P,عَلَىٰ,
4,100,ٱللَّهِ,PN,ٱللَّه,اله
4,100,وَ,REM,,
4,100,كَانَ,V,كَانَ,كون
4,100,ٱللَّهُ,PN,ٱللَّه,اله
4,100,غَفُورًا,N,غَفُور,غفر
4,100,رَّحِيمًا,ADJ,رَّحِيم,رحم
4,101,وَ,REM,,
4,101,إِذَا,T,إِذَا,
4,101,ضَرَبْ,V,ضَرَبَ,ضرب
4,101,تُمْ,PRON,,
4,101,فِى,P,فِى,
4,101,ٱلْ,DET,,
4,101,أَرْضِ,N,أَرْض,ارض
4,101,فَ,RSLT,,
4,101,لَيْسَ,V,لَّيْسَ,ليس
4,101,عَلَيْ,P,عَلَىٰ,
4,101,كُمْ,PRON,,
4,101,جُنَاحٌ,N,جُنَاح,جنح
4,101,أَن,SUB,أَن,
4,101,تَقْصُرُ,V,تَقْصُرُ,قصر
4,101,وا@,PRON,,
4,101,مِنَ,P,مِن,
4,101,ٱل,DET,,
4,101,صَّلَوٰةِ,N,صَلَوٰة,صلو
4,101,إِنْ,COND,إِن,
4,101,خِفْ,V,خَافَ,خوف
4,101,تُمْ,PRON,,
4,101,أَن,SUB,أَن,
4,101,يَفْتِنَ,V,فَتَنُ,فتن
4,101,كُمُ,PRON,,
4,101,ٱلَّذِينَ,REL,ٱلَّذِى,
4,101,كَفَرُ,V,كَفَرَ,كفر
4,101,و^ا@,PRON,,
4,101,إِنَّ,ACC,إِنّ,
4,101,ٱلْ,DET,,
4,101,كَٰفِرِينَ,N,كَٰفِرُون,كفر
4,101,كَانُ,V,كَانَ,كون
4,101,وا@,PRON,,
4,101,لَ,P,,
4,101,كُمْ,PRON,,
4,101,عَدُوًّا,N,عَدُوّ,عدو
4,101,مُّبِينًا,ADJ,مُّبِين,بين
4,102,وَ,REM,,
4,102,إِذَا,T,إِذَا,
4,102,كُن,V,كَانَ,كون
4,102,تَ,PRON,,
4,102,فِي,P,فِى,
4,102,هِمْ,PRON,,
4,102,فَ,CONJ,,
4,102,أَقَمْ,V,أَقَامَ,قوم
4,102,تَ,PRON,,
4,102,لَ,P,,
4,102,هُمُ,PRON,,
4,102,ٱل,DET,,
4,102,صَّلَوٰةَ,N,صَلَوٰة,صلو
4,102,فَ,RSLT,,
4,102,لْ,IMPV,,
4,102,تَقُمْ,V,قَامَ,قوم
4,102,طَا^ئِفَةٌ,N,طَا^ئِفَة,طوف
4,102,مِّنْ,P,مِن,
4,102,هُم,PRON,,
4,102,مَّعَ,LOC,مَع,
4,102,كَ,PRON,,
4,102,وَ,CONJ,,
4,102,لْ,IMPV,,
4,102,يَأْخُذُ,V,أَخَذَ,اخذ
4,102,و^ا@,PRON,,
4,102,أَسْلِحَتَ,N,أَسْلِحَت,سلح
4,102,هُمْ,PRON,,
4,102,فَ,REM,,
4,102,إِذَا,T,إِذَا,
4,102,سَجَدُ,V,سَجَدَ,سجد
4,102,وا@,PRON,,
4,102,فَ,RSLT,,
4,102,لْ,IMPV,,
4,102,يَكُونُ,V,كَانَ,كون
4,102,وا@,PRON,,
4,102,مِن,P,مِن,
4,102,وَرَا^ئِ,N,وَرَا^ء,وري
4,102,كُمْ,PRON,,
4,102,وَ,CONJ,,
4,102,لْ,IMPV,,
4,102,تَأْتِ,V,أَتَى,اتي
4,102,طَا^ئِفَةٌ,N,طَا^ئِفَة,طوف
4,102,أُخْرَىٰ,ADJ,ا^خَر,اخر
4,102,لَمْ,NEG,لَم,
4,102,يُصَلُّ,V,صَلَّىٰ,صلو
4,102,وا@,PRON,,
4,102,فَ,CONJ,,
4,102,لْ,IMPV,,
4,102,يُصَلُّ,V,صَلَّىٰ,صلو
4,102,وا@,PRON,,
4,102,مَعَ,LOC,مَع,
4,102,كَ,PRON,,
4,102,وَ,CONJ,,
4,102,لْ,IMPV,,
4,102,يَأْخُذُ,V,أَخَذَ,اخذ
4,102,وا@,PRON,,
4,102,حِذْرَ,N,حِذْر,حذر
4,102,هُمْ,PRON,,
4,102,وَ,REM,,
4,102,أَسْلِحَتَ,N,أَسْلِحَت,سلح
4,102,هُمْ,PRON,,
4,102,وَدَّ,V,وَدَّ,ودد
4,102,ٱلَّذِينَ,REL,ٱلَّذِى,
4,102,كَفَرُ,V,كَفَرَ,كفر
4,102,وا@,PRON,,
4,102,لَوْ,SUB,لَو,
4,102,تَغْفُلُ,V,تَغْفُلُ,غفل
4,102,ونَ,PRON,,
4,102,عَنْ,P,عَن,
4,102,أَسْلِحَتِ,N,أَسْلِحَت,سلح
4,102,كُمْ,PRON,,
4,102,وَ,CONJ,,
4,102,أَمْتِعَتِ,N,مَتَٰع,متع
4,102,كُمْ,PRON,,
4,102,فَ,CONJ,,
4,102,يَمِيلُ,V,يَمِيلُ,ميل
4,102,ونَ,PRON,,
4,102,عَلَيْ,P,عَلَىٰ,
4,102,كُم,PRON,,
4,102,مَّيْلَةً,N,مَّيْلَة,ميل
4,102,وَٰحِدَةً,ADJ,وَٰحِدَة,وحد
4,102,وَ,REM,,
4,102,لَا,NEG,لَا,
4,102,جُنَاحَ,N,جُنَاح,جنح
4,102,عَلَيْ,P,عَلَىٰ,
4,102,كُمْ,PRON,,
4,102,إِن,COND,إِن,
4,102,كَانَ,V,كَانَ,كون
4,102,بِ,P,,
4,102,كُمْ,PRON,,
4,102,أَذًى,N,أَذًى,اذي
4,102,مِّن,P,مِن,
4,102,مَّطَرٍ,N,مَّطَر,مطر
4,102,أَوْ,CONJ,أَو,
4,102,كُن,V,كَانَ,كون
4,102,تُم,PRON,,
4,102,مَّرْضَىٰ^,N,مَّرِيض,مرض
4,102,أَن,SUB,أَن,
4,102,تَضَعُ,V,وَضَعَ,وضع
4,102,و^ا@,PRON,,
4,102,أَسْلِحَتَ,N,أَسْلِحَت,سلح
4,102,كُمْ,PRON,,
4,102,وَ,CONJ,,
4,102,خُذُ,V,أَخَذَ,اخذ
4,102,وا@,PRON,,
4,102,حِذْرَ,N,حِذْر,حذر
4,102,كُمْ,PRON,,
4,102,إِنَّ,ACC,إِنّ,
4,102,ٱللَّهَ,PN,ٱللَّه,اله
4,102,أَعَدَّ,V,أَعَدَّ,عدد
4,102,لِ,P,,
4,102,لْ,DET,,
4,102,كَٰفِرِينَ,N,كَٰفِرُون,كفر
4,102,عَذَابًا,N,عَذَاب,عذب
4,102,مُّهِينًا,ADJ,مُّهِين,هون
4,103,فَ,REM,,
4,103,إِذَا,T,إِذَا,
4,103,قَضَيْ,V,قَضَىٰ^,قضي
4,103,تُمُ,PRON,,
4,103,ٱل,DET,,
4,103,صَّلَوٰةَ,N,صَلَوٰة,صلو
4,103,فَ,RSLT,,
4,103,ٱذْكُرُ,V,ذَكَرَ,ذكر
4,103,وا@,PRON,,
4,103,ٱللَّهَ,PN,ٱللَّه,اله
4,103,قِيَٰمًا,N,قَا^ئِم,قوم
4,103,وَ,CONJ,,
4,103,قُعُودًا,N,قُعُود,قعد
4,103,وَ,CIRC,,
4,103,عَلَىٰ,P,عَلَىٰ,
4,103,جُنُوبِ,N,جَنب,جنب
4,103,كُمْ,PRON,,
4,103,فَ,REM,,
4,103,إِذَا,T,إِذَا,
4,103,ٱطْمَأْنَن,V,ٱطْمَأَنَّ,طمن
4,103,تُمْ,PRON,,
4,103,فَ,RSLT,,
4,103,أَقِيمُ,V,أَقَامَ,قوم
4,103,وا@,PRON,,
4,103,ٱل,DET,,
4,103,صَّلَوٰةَ,N,صَلَوٰة,صلو
4,103,إِنَّ,ACC,إِنّ,
4,103,ٱل,DET,,
4,103,صَّلَوٰةَ,N,صَلَوٰة,صلو
4,103,كَانَتْ,V,كَانَ,كون
4,103,عَلَى,P,عَلَىٰ,
4,103,ٱلْ,DET,,
4,103,مُؤْمِنِينَ,N,مُؤْمِن,امن
4,103,كِتَٰبًا,N,كِتَٰب,كتب
4,103,مَّوْقُوتًا,ADJ,مَّوْقُوت,وقت
4,104,وَ,REM,,
4,104,لَا,PRO,لَا,
4,104,تَهِنُ,V,وَهَنَ,وهن
4,104,وا@,PRON,,
4,104,فِى,P,فِى,
4,104,ٱبْتِغَا^ءِ,N,ٱبْتِغَا^ء,بغي
4,104,ٱلْ,DET,,
4,104,قَوْمِ,N,قَوْم,قوم
4,104,إِن,COND,إِن,
4,104,تَكُونُ,V,كَانَ,كون
4,104,وا@,PRON,,
4,104,تَأْلَمُ,V,يَأْلَمُ,الم
4,104,ونَ,PRON,,
4,104,فَ,RSLT,,
4,104,إِنَّ,ACC,إِنّ,
4,104,هُمْ,PRON,,
4,104,يَأْلَمُ,V,يَأْلَمُ,الم
4,104,ونَ,PRON,,
4,104,كَ,P,,
4,104,مَا,SUB,مَا,
4,104,تَأْلَمُ,V,يَأْلَمُ,الم
4,104,ونَ,PRON,,
4,104,وَ,CONJ,,
4,104,تَرْجُ,V,يَرْجُوا@,رجو
4,104,ونَ,PRON,,
4,104,مِنَ,P,مِن,
4,104,ٱللَّهِ,PN,ٱللَّه,اله
4,104,مَا,REL,مَا,
4,104,لَا,NEG,لَا,
4,104,يَرْجُ,V,يَرْجُوا@,رجو
4,104,ونَ,PRON,,
4,104,وَ,REM,,
4,104,كَانَ,V,كَانَ,كون
4,104,ٱللَّهُ,PN,ٱللَّه,اله
4,104,عَلِيمًا,N,عَلِيم,علم
4,104,حَكِيمًا,ADJ,حَكِيم,حكم
4,105,إِنَّ,ACC,إِنّ,
4,105,ا^,PRON,,
4,105,أَنزَلْ,V,أَنزَلَ,نزل
4,105,نَا^,PRON,,
4,105,إِلَيْ,P,إِلَىٰ,
4,105,كَ,PRON,,
4,105,ٱلْ,DET,,
4,105,كِتَٰبَ,N,كِتَٰب,كتب
4,105,بِ,P,,
4,105,ٱلْ,DET,,
4,105,حَقِّ,N,حَقّ,حقق
4,105,لِ,PRP,,
4,105,تَحْكُمَ,V,حَكَمَ,حكم
4,105,بَيْنَ,LOC,بَيْن,بين
4,105,ٱل,DET,,
4,105,نَّاسِ,N,نَّاس,نوس
4,105,بِ,P,,
4,105,مَا^,REL,مَا,
4,105,أَرَىٰ,V,رَءَا,راي
4,105,كَ,PRON,,
4,105,ٱللَّهُ,PN,ٱللَّه,اله
4,105,وَ,REM,,
4,105,لَا,NEG,لَا,
4,105,تَكُن,V,كَانَ,كون
4,105,لِّ,P,,
4,105,لْ,DET,,
4,105,خَا^ئِنِينَ,N,خَا^ئِنِين,خون
4,105,خَصِيمًا,N,خَصِيم,خصم
4,106,وَ,REM,,
4,106,ٱسْتَغْفِرِ,V,ٱسْتَغْفَرَ,غفر
4,106,ٱللَّهَ,PN,ٱللَّه,اله
4,106,إِنَّ,ACC,إِنّ,
4,106,ٱللَّهَ,PN,ٱللَّه,اله
4,106,كَانَ,V,كَانَ,كون
4,106,غَفُورًا,N,غَفُور,غفر
4,106,رَّحِيمًا,ADJ,رَّحِيم,رحم
4,107,وَ,CONJ,,
4,107,لَا,NEG,لَا,
4,107,تُجَٰدِلْ,V,جَٰدَلُ,جدل
4,107,عَنِ,P,عَن,
4,107,ٱلَّذِينَ,REL,ٱلَّذِى,
4,107,يَخْتَانُ,V,يَخْتَانُ,خون
4,107,ونَ,PRON,,
4,107,أَنفُسَ,N,نَفْس,نفس
4,107,هُمْ,PRON,,
4,107,إِنَّ,ACC,إِنّ,
4,107,ٱللَّهَ,PN,ٱللَّه,اله
4,107,لَا,NEG,لَا,
4,107,يُحِبُّ,V,أَحْبَبْ,حبب
4,107,مَن,REL,مَن,
4,107,كَانَ,V,كَانَ,كون
4,107,خَوَّانًا,N,خَوَّان,خون
4,107,أَثِيمًا,ADJ,أَثِيم,اثم
4,108,يَسْتَخْفُ,V,يَسْتَخْفُ,خفي
4,108,ونَ,PRON,,
4,108,مِنَ,P,مِن,
4,108,ٱل,DET,,
4,108,نَّاسِ,N,نَّاس,نوس
4,108,وَ,CONJ,,
4,108,لَا,NEG,لَا,
4,108,يَسْتَخْفُ,V,يَسْتَخْفُ,خفي
4,108,ونَ,PRON,,
4,108,مِنَ,P,مِن,
4,108,ٱللَّهِ,PN,ٱللَّه,اله
4,108,وَ,CIRC,,
4,108,هُوَ,PRON,,
4,108,مَعَ,LOC,مَع,
4,108,هُمْ,PRON,,
4,108,إِذْ,T,إِذ,
4,108,يُبَيِّتُ,V,بَيَّتَ,بيت
4,108,ونَ,PRON,,
4,108,مَا,REL,مَا,
4,108,لَا,NEG,لَا,
4,108,يَرْضَىٰ,V,رَّضِىَ,رضو
4,108,مِنَ,P,مِن,
4,108,ٱلْ,DET,,
4,108,قَوْلِ,N,قَوْل,قول
4,108,وَ,REM,,
4,108,كَانَ,V,كَانَ,كون
4,108,ٱللَّهُ,PN,ٱللَّه,اله
4,108,بِ,P,,
4,108,مَا,REL,مَا,
4,108,يَعْمَلُ,V,عَمِلَ,عمل
4,108,ونَ,PRON,,
4,108,مُحِيطًا,N,مُحِيط,حوط
4,109,هَٰ^,VOC,,
4,109,أَنتُمْ,PRON,,
4,109,هَٰ^ؤُلَا^ءِ,REL,هَٰذَا,
4,109,جَٰدَلْ,V,جَٰدَلُ,جدل
4,109,تُمْ,PRON,,
4,109,عَنْ,P,عَن,
4,109,هُمْ,PRON,,
4,109,فِى,P,فِى,
4,109,ٱلْ,DET,,
4,109,حَيَوٰةِ,N,حَيَوٰة,حيي
4,109,ٱل,DET,,
4,109,دُّنْيَا,ADJ,دُّنْيَا,دنو
4,109,فَ,REM,,
4,109,مَن,INTG,مَن,
4,109,يُجَٰدِلُ,V,جَٰدَلُ,جدل
4,109,ٱللَّهَ,PN,ٱللَّه,اله
4,109,عَنْ,P,عَن,
4,109,هُمْ,PRON,,
4,109,يَوْمَ,T,يَوْم,يوم
4,109,ٱلْ,DET,,
4,109,قِيَٰمَةِ,N,قِيَٰمَة,قوم
4,109,أَم,CONJ,أَم,
4,109,مَّن,INTG,مَن,
4,109,يَكُونُ,V,كَانَ,كون
4,109,عَلَيْ,P,عَلَىٰ,
4,109,هِمْ,PRON,,
4,109,وَكِيلًا,N,وَكِيل,وكل
4,110,وَ,REM,,
4,110,مَن,COND,مَن,
4,110,يَعْمَلْ,V,عَمِلَ,عمل
4,110,سُو^ءًا,N,سُو^ء,سوا
4,110,أَوْ,CONJ,أَو,
4,110,يَظْلِمْ,V,ظَلَمَ,ظلم
4,110,نَفْسَ,N,نَفْس,نفس
4,110,"هُ,",PRON,,
4,110,ثُمَّ,CONJ,ثُمّ,
4,110,يَسْتَغْفِرِ,V,ٱسْتَغْفَرَ,غفر
4,110,ٱللَّهَ,PN,ٱللَّه,اله
4,110,يَجِدِ,V,وَجَدَ,وجد
4,110,ٱللَّهَ,PN,ٱللَّه,اله
4,110,غَفُورًا,N,غَفُور,غفر
4,110,رَّحِيمًا,ADJ,رَّحِيم,رحم
4,111,وَ,CONJ,,
4,111,مَن,COND,مَن,
4,111,يَكْسِبْ,V,كَسَبَ,كسب
4,111,إِثْمًا,N,إِثْم,اثم
4,111,فَ,REM,,
4,111,إِنَّ,ACC,إِنّ,
4,111,مَا,PREV,مَا,
4,111,يَكْسِبُ,V,كَسَبَ,كسب
4,111,"هُ,",PRON,,
4,111,عَلَىٰ,P,عَلَىٰ,
4,111,نَفْسِ,N,نَفْس,نفس
4,111,هِ.,PRON,,
4,111,وَ,REM,,
4,111,كَانَ,V,كَانَ,كون
4,111,ٱللَّهُ,PN,ٱللَّه,اله
4,111,عَلِيمًا,N,عَلِيم,علم
4,111,حَكِيمًا,ADJ,حَكِيم,حكم
4,112,وَ,CONJ,,
4,112,مَن,COND,مَن,
4,112,يَكْسِبْ,V,كَسَبَ,كسب
4,112,خَطِي^ـ#َةً,N,خَطِي^ـ#َة,خطا
4,112,أَوْ,CONJ,أَو,
4,112,إِثْمًا,N,إِثْم,اثم
4,112,ثُمَّ,CONJ,ثُمّ,
4,112,يَرْمِ,V,رَمَىٰ,رمي
4,112,بِ,P,,
4,112,هِ.,PRON,,
4,112,بَرِي^ـ#ًا,N,بَرِى^ء,برا
4,112,فَ,RSLT,,
4,112,قَدِ,CERT,قَد,
4,112,ٱحْتَمَلَ,V,ٱحْتَمَلَ,حمل
4,112,بُهْتَٰنًا,N,بُهْتَٰن,بهت
4,112,وَ,CONJ,,
4,112,إِثْمًا,N,إِثْم,اثم
4,112,مُّبِينًا,ADJ,مُّبِين,بين
4,113,وَ,REM,,
4,113,لَوْلَا,COND,لَوْلَا^,
4,113,فَضْلُ,N,فَضْل,فضل
4,113,ٱللَّهِ,PN,ٱللَّه,اله
4,113,عَلَيْ,P,عَلَىٰ,
4,113,كَ,PRON,,
4,113,وَ,CONJ,,
4,113,رَحْمَتُ,N,رَحْمَة,رحم
4,113,"هُ,",PRON,,
4,113,لَ,EMPH,,
4,113,هَمَّت,V,هَمَّ,همم
4,113,طَّا^ئِفَةٌ,N,طَا^ئِفَة,طوف
4,113,مِّنْ,P,مِن,
4,113,هُمْ,PRON,,
4,113,أَن,SUB,أَن,
4,113,يُضِلُّ,V,أَضَلَّ,ضلل
4,113,و,PRON,,
4,113,كَ,PRON,,
4,113,وَ,REM,,
4,113,مَا,NEG,مَا,
4,113,يُضِلُّ,V,أَضَلَّ,ضلل
4,113,ونَ,PRON,,
4,113,إِلَّا^,RES,إِلَّا,
4,113,أَنفُسَ,N,نَفْس,نفس
4,113,هُمْ,PRON,,
4,113,وَ,CONJ,,
4,113,مَا,NEG,مَا,
4,113,يَضُرُّ,V,يَضُرَّ,ضرر
4,113,ونَ,PRON,,
4,113,كَ,PRON,,
4,113,مِن,P,مِن,
4,113,شَىْءٍ,N,شَىْء,شيا
4,113,وَ,CIRC,,
4,113,أَنزَلَ,V,أَنزَلَ,نزل
4,113,ٱللَّهُ,PN,ٱللَّه,اله
4,113,عَلَيْ,P,عَلَىٰ,
4,113,كَ,PRON,,
4,113,ٱلْ,DET,,
4,113,كِتَٰبَ,N,كِتَٰب,كتب
4,113,وَ,CONJ,,
4,113,ٱلْ,DET,,
4,113,حِكْمَةَ,N,حِكْمَة,حكم
4,113,وَ,CONJ,,
4,113,عَلَّمَ,V,عَلَّمَ,علم
4,113,كَ,PRON,,
4,113,مَا,REL,مَا,
4,113,لَمْ,NEG,لَم,
4,113,تَكُن,V,كَانَ,كون
4,113,تَعْلَمُ,V,عَلِمَ,علم
4,113,وَ,CONJ,,
4,113,كَانَ,V,كَانَ,كون
4,113,فَضْلُ,N,فَضْل,فضل
4,113,ٱللَّهِ,PN,ٱللَّه,اله
4,113,عَلَيْ,P,عَلَىٰ,
4,113,كَ,PRON,,
4,113,عَظِيمًا,N,عَظِيم,عظم
4,114,لَّا,NEG,لَا,
4,114,خَيْرَ,N,خَيْر,خير
4,114,فِى,P,فِى,
4,114,كَثِيرٍ,N,كَثِير,كثر
4,114,مِّن,P,مِن,
4,114,نَّجْوَىٰ,N,نَجْوَىٰ^,نجو
4,114,هُمْ,PRON,,
4,114,إِلَّا,EXP,إِلَّا,
4,114,مَنْ,REL,مَن,
4,114,أَمَرَ,V,أَمَرَ,امر
4,114,بِ,P,,
4,114,صَدَقَةٍ,N,صَدَقَة,صدق
4,114,أَوْ,CONJ,أَو,
4,114,مَعْرُوفٍ,N,مَّعْرُوف,عرف
4,114,أَوْ,CONJ,أَو,
4,114,إِصْلَٰحٍ],N,إِصْلَٰح,صلح
4,114,بَيْنَ,LOC,بَيْن,بين
4,114,ٱل,DET,,
4,114,نَّاسِ,N,نَّاس,نوس
4,114,وَ,REM,,
4,114,مَن,COND,مَن,
4,114,يَفْعَلْ,V,فَعَلَ,فعل
4,114,ذَٰلِكَ,DEM,ذَٰلِك,
4,114,ٱبْتِغَا^ءَ,N,ٱبْتِغَا^ء,بغي
4,114,مَرْضَاتِ,N,مَرْضَات,رضو
4,114,ٱللَّهِ,PN,ٱللَّه,اله
4,114,فَ,RSLT,,
4,114,سَوْفَ,FUT,سَوْف,
4,114,نُؤْتِي,V,ا^تَى,اتي
4,114,هِ,PRON,,
4,114,أَجْرًا,N,أَجْر,اجر
4,114,عَظِيمًا,ADJ,عَظِيم,عظم
4,115,وَ,CONJ,,
4,115,مَن,COND,مَن,
4,115,يُشَاقِقِ,V,شَا^قُّ,شقق
4,115,ٱل,DET,,
4,115,رَّسُولَ,N,رَسُول,رسل
4,115,مِن[,P,مِن,
4,115,بَعْدِ,N,بَعْد,بعد
4,115,مَا,REL,مَا,
4,115,تَبَيَّنَ,V,تَبَيَّنَ,بين
4,115,لَ,P,,
4,115,هُ,PRON,,
4,115,ٱلْ,DET,,
4,115,هُدَىٰ,N,هُدًى,هدي
4,115,وَ,CONJ,,
4,115,يَتَّبِعْ,V,ٱتَّبَعَ,تبع
4,115,غَيْرَ,N,غَيْر,غير
4,115,سَبِيلِ,N,سَبِيل,سبل
4,115,ٱلْ,DET,,
4,115,مُؤْمِنِينَ,N,مُؤْمِن,امن
4,115,نُوَلِّ,V,وَلَّىٰ,ولي
4,115,هِ.,PRON,,
4,115,مَا,REL,مَا,
4,115,تَوَلَّىٰ,V,تَوَلَّىٰ,ولي
4,115,وَ,CONJ,,
4,115,نُصْلِ,V,أُصْلِي,صلي
4,115,هِ.,PRON,,
4,115,جَهَنَّمَ,PN,جَهَنَّم,
4,115,وَ,REM,,
4,115,سَا^ءَتْ,V,سَا^ءَ,سوا
4,115,مَصِيرًا,N,مَصِير,صير
4,116,إِنَّ,ACC,أَنّ,
4,116,ٱللَّهَ,PN,ٱللَّه,اله
4,116,لَا,NEG,لَا,
4,116,يَغْفِرُ,V,غَفَرَ,غفر
4,116,أَن,SUB,أَن,
4,116,يُشْرَكَ,V,أَشْرَكَ,شرك
4,116,بِ,P,,
4,116,هِ.,PRON,,
4,116,وَ,REM,,
4,116,يَغْفِرُ,V,غَفَرَ,غفر
4,116,مَا,REL,مَا,
4,116,دُونَ,LOC,دُون,دون
4,116,ذَٰلِكَ,DEM,ذَٰلِك,
4,116,لِ,P,,
4,116,مَن,REL,مَن,
4,116,يَشَا^ءُ,V,شَا^ءَ,شيا
4,116,وَ,REM,,
4,116,مَن,COND,مَن,
4,116,يُشْرِكْ,V,أَشْرَكَ,شرك
4,116,بِ,P,,
4,116,ٱللَّهِ,PN,ٱللَّه,اله
4,116,فَ,RSLT,,
4,116,قَدْ,CERT,قَد,
4,116,ضَلَّ,V,ضَلَّ,ضلل
4,116,ضَلَٰلً[ا,N,ضَلَٰل,ضلل
4,116,بَعِيدًا,ADJ,بَعِيد,بعد
4,117,إِن,NEG,إِن,
4,117,يَدْعُ,V,دَعَا,دعو
4,117,ونَ,PRON,,
4,117,مِن,P,مِن,
4,117,دُونِ,N,دُون,دون
4,117,هِ.^,PRON,,
4,117,إِلَّا^,RES,إِلَّا,
4,117,إِنَٰثًا,N,أُنثَىٰ,انث
4,117,وَ,CONJ,,
4,117,إِن,NEG,إِن,
4,117,يَدْعُ,V,دَعَا,دعو
4,117,ونَ,PRON,,
4,117,إِلَّا,RES,إِلَّا,
4,117,شَيْطَٰنًا,N,شَيْطَٰن,شطن
4,117,مَّرِيدًا,ADJ,مَّرِيد,مرد
4,118,لَّعَنَ,V,لَعَنَ,لعن
4,118,هُ,PRON,,
4,118,ٱللَّهُ,PN,ٱللَّه,اله
4,118,وَ,CONJ,,
4,118,قَالَ,V,قَالَ,قول
4,118,لَ,EMPH,,
4,118,أَتَّخِذَ,V,ٱتَّخَذَ,اخذ
4,118,نَّ,EMPH,,
4,118,مِنْ,P,مِن,
4,118,عِبَادِ,N,عَبْد,عبد
4,118,كَ,PRON,,
4,118,نَصِيبًا,N,نَصِيب,نصب
4,118,مَّفْرُوضًا,ADJ,مَّفْرُوض,فرض
4,119,وَ,CONJ,,
4,119,لَ,EMPH,,
4,119,أُضِلَّ,V,أَضَلَّ,ضلل
4,119,نَّ,EMPH,,
4,119,هُمْ,PRON,,
4,119,وَ,CONJ,,
4,119,لَ,EMPH,,
4,119,أُمَنِّيَ,V,يُمَنِّي,مني
4,119,نَّ,EMPH,,
4,119,هُمْ,PRON,,
4,119,وَ,CONJ,,
4,119,لَ,EMPH,,
4,119,ءَامُرَ,V,أَمَرَ,امر
4,119,نَّ,EMPH,,
4,119,هُمْ,PRON,,
4,119,فَ,SUP,,
4,119,لَ,EMPH,,
4,119,يُبَتِّكُ,V,يُبَتِّكُ,بتك
4,119,نَّ,EMPH,,
4,119,ءَاذَانَ,N,أُذُنٌ,اذن
4,119,ٱلْ,DET,,
4,119,أَنْعَٰمِ,N,نَّعَم,نعم
4,119,وَ,CONJ,,
4,119,لَ,EMPH,,
4,119,ءَامُرَ,V,أَمَرَ,امر
4,119,نَّ,EMPH,,
4,119,هُمْ,PRON,,
4,119,فَ,SUP,,
4,119,لَ,EMPH,,
4,119,يُغَيِّرُ,V,يُغَيِّرُ,غير
4,119,نَّ,EMPH,,
4,119,خَلْقَ,N,خَلْق,خلق
4,119,ٱللَّهِ,PN,ٱللَّه,اله
4,119,وَ,REM,,
4,119,مَن,COND,مَن,
4,119,يَتَّخِذِ,V,ٱتَّخَذَ,اخذ
4,119,ٱل,DET,,
4,119,شَّيْطَٰنَ,PN,شَيْطَٰن,شطن
4,119,وَلِيًّا,N,وَلِىّ,ولي
4,119,مِّن,P,مِن,
4,119,دُونِ,N,دُون,دون
4,119,ٱللَّهِ,PN,ٱللَّه,اله
4,119,فَ,RSLT,,
4,119,قَدْ,CERT,قَد,
4,119,خَسِرَ,V,خَسِرَ,خسر
4,119,خُسْرَانًا,N,خُسْرَان,خسر
4,119,مُّبِينًا,ADJ,مُّبِين,بين
4,120,يَعِدُ,V,وَعَدَ,وعد
4,120,هُمْ,PRON,,
